source,target,relation,layer,confidence,directed,label,source_url,slices,evidence,receipt
rub_p_fernando_gonz_lez_llor,icap,role,state,confirmed,yes,Wasp Network agent (Cuban Five) → President of ICA,https://en.wikipedia.org/wiki/Fernando_González_Llort|https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_p_fernando_gonz_lez_llor,rub_the_wasp_network_red_avisp,role,state,confirmed,yes,Wasp Network agent (Cuban Five) → President of ICA,https://en.wikipedia.org/wiki/Fernando_González_Llort,rubio-cuba,,
rub_p_george_galloway,rub_viva_palestina_us,role,context,inferred,yes,Founder,https://en.wikipedia.org/wiki/George_Galloway,rubio-cuba,,
rub_p_gerardo_hern_ndez,rub_the_wasp_network_red_avisp,role,state,inferred,yes,Wasp Network leader (Cuban Five),https://en.wikipedia.org/wiki/Cuban_Five,rubio-cuba,,
rub_p_gustavo_petro,rub_m_19,role,terror,inferred,yes,Colombia president; ex-M-19,https://en.wikipedia.org/wiki/Gustavo_Petro,rubio-cuba,,
rub_p_kathy_boudin,rub_may_19th_communist_organiz,role,context,inferred,yes,Member,https://en.wikipedia.org/wiki/Kathy_Boudin,rubio-cuba,,
rub_p_kathy_boudin,rub_weather_underground,role,context,inferred,yes,Member,https://en.wikipedia.org/wiki/Kathy_Boudin,rubio-cuba,,
rub_p_nayef_hawatmeh,rub_democratic_front_for_the_l,role,terror,inferred,yes,Founder,https://en.wikipedia.org/wiki/Nayef_Hawatmeh,rubio-cuba,,
rub_p_nayef_hawatmeh,pflp,role,terror,inferred,yes,Founder,https://en.wikipedia.org/wiki/Nayef_Hawatmeh,rubio-cuba,,
rub_p_onyesonwu_chatoyer,rub_international_may_day_brig,role,money,confirmed,yes,Lead coordinator (US contingent); NNOC co-chair; V,https://hoodcommunist.org/2025/07/28/cuba-beats-the-beast/|https://nnoc.org/brigades/,rubio-cuba,,
rub_p_onyesonwu_chatoyer,rub_national_network_on_cuba,role,money,confirmed,yes,Lead coordinator (US contingent); NNOC co-chair; V,https://hoodcommunist.org/2025/07/28/cuba-beats-the-beast/,rubio-cuba,,
rub_p_onyesonwu_chatoyer,rub_venceremos_brigade,role,money,confirmed,yes,Lead coordinator (US contingent); NNOC co-chair; V,https://hoodcommunist.org/2025/07/28/cuba-beats-the-beast/,rubio-cuba,,
rub_p_opal_tometi,bap,role,context,inferred,yes,Co-founder (BLM GNF); BAP founding/former advisory,https://en.wikipedia.org/wiki/Opal_Tometi,rubio-cuba,,
rub_p_opal_tometi,rub_black_lives_matter_global,role,context,inferred,yes,Co-founder (BLM GNF); BAP founding/former advisory,https://en.wikipedia.org/wiki/Opal_Tometi,rubio-cuba,,
rub_p_paul_larudee,rub_association_for_investment,role,context,inferred,yes,Treasurer,https://en.wikipedia.org/wiki/Paul_Larudee,rubio-cuba,Treasurer,https://projects.propublica.org/nonprofits/organizations/205516191
rub_p_ram_n_laba_ino,rub_the_wasp_network_red_avisp,role,state,inferred,yes,Wasp agent (Cuban Five),https://en.wikipedia.org/wiki/Ramón_Labañino,rubio-cuba,,
rub_p_ren_gonz_lez,rub_the_wasp_network_red_avisp,role,state,inferred,yes,Wasp agent (Cuban Five),https://en.wikipedia.org/wiki/René_González,rubio-cuba,,
rub_p_rev_lucius_walker,rub_ifco_pastors_for_peace,role,money,confirmed,yes,Founder,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_p_robert_f_williams,rub_black_panther_party,cited_historical,context,inferred,yes,ideological influence ('Negroes w/ Guns'),https://en.wikipedia.org/wiki/Robert_F._Williams,rubio-cuba,"Ideological influence via 'Negroes with Guns' (1962) on BPP armed self-defense doctrine, per Huey Newton — NOT a BPP member or officer; Williams led Monroe NC NAACP, hosted Radio Free Dixie, exiled to Cuba/China",https://www.archives.gov/research/african-americans/black-power/black-panthers
rub_p_robert_f_williams,rub_naacp,role,context,inferred,yes,Radio Free Dixie; NAACP→Cuba exile,https://en.wikipedia.org/wiki/Robert_F._Williams,rubio-cuba,,
rub_p_suzanne_adely,nlg,role,money,confirmed,yes,President,https://nlginternational.org/2024/07/national-lawyers-guild-report-election-monitoring-delegation-to-the-bolivarian-republic-of-venezuela/,rubio-cuba,,
rub_palestine_liberation_organ,rubio_report,cited_designation,context,inferred,yes,"report §I-III, VIII: cited for designation/nexus (NOT a funded member)",https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_palestinian_islamic_jihad,rubio_report,cited_designation,context,inferred,yes,report §VIII: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
pflp,rubio_report,cited_designation,context,inferred,yes,report §VIII: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_radio_habana,icap,state_media,state,inferred,yes,Cuba state broadcaster; amplifies ICAP,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"Cuba's state broadcaster (owned by the Cuban government, not ICAP); routinely covers/amplifies ICAP's international solidarity activities and delegations",https://www.radiohc.cu/en/solidarity-group-from-the-united-states-welcomed-in-cuba/
rub_republic_of_new_afrika,rubio_report,cited_historical,context,inferred,yes,report §V-VI: historical/lineage cite — NOT current funded member,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_student_nonviolent_coordin,rubio_report,cited_historical,context,inferred,yes,report §V-VI: historical/lineage cite — NOT current funded member,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_students_for_a_democratic,rubio_report,cited_historical,context,inferred,yes,report §V-VI: historical/lineage cite — NOT current funded member,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_the_wasp_network_red_avisp,icap,controls,state,confirmed,yes,Cuban DI espionage->front hinge,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_thousand_currents,rub_black_lives_matter_global,fiscal_sponsor,context,confirmed,yes,"$69.2M as BLM's fiscal sponsor — TIER B, context-only, NEVER a Cuba total",https://blog.charitywatch.org/legal-battle-ensues-over-control-of-black-lives-matter-global-network-foundation-funds/,rubio-cuba,"BLMGNF received unconditional, unrestricted grants totaling $69,164,086 from Thousand Currents, a 501(c)(3) organization which formerly acted as the fiscal sponsor of BLMGNF.",
rub_thousand_currents,rubio_report,cited_context,context,inferred,yes,named: BLM GNF fiscal sponsor (Tier B),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"report: named as fiscal sponsor of Black Lives Matter Global Network Foundation (Tier B — context only, not a Cuba-directed funding figure)",https://www.kenklippenstein.com/p/after-political-terrorism-event-us
rub_tupamaros,rubio_report,cited_designation,context,inferred,yes,report §I-III: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_venceremos_brigade,icap,interlock,state,confirmed,yes,ICAP-hosted delegation since the 1960s; DI officers 'assigned to ICAP to screen ,https://vb4cuba.com/|https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_venceremos_brigade,rub_national_network_on_cuba,member,money,confirmed,yes,NNOC coalition member,https://nnoc.org/member-orgs/,rubio-cuba,,
rub_weather_underground,rubio_report,cited_historical,context,inferred,yes,"report §I-III, V-VI, VIII: historical/lineage cite — NOT current funded member",https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_witness_for_peace_solidari,rub_national_network_on_cuba,member,money,confirmed,yes,NNOC coalition member,https://nnoc.org/member-orgs/,rubio-cuba,,
rub_zimbabwe_african_people_s,cuba,foreign_tie,context,inferred,yes,Soviet/Cuban-trained ZPRA (historical),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"Historical: Soviet and Cuban instructors trained ZAPU's guerrilla wing (ZPRA) during the Rhodesian Bush War, 1960s-70s — not a current tie, not named in the 2026 State Dept. report",https://cite.org.zw/zapu-and-the-liberation-of-zimbabwe-setting-the-record-straight/
samidoun,pflp,designated,terror,confirmed,yes,OFAC: 'sham charity' fundraising front for PFLP,https://home.treasury.gov/news/press-releases/jy2646,iran-network,,
scharenberg,cpc,organized_delegation,veneer,inferred,yes,organized the Mar 2018 European delegation to the CPC Summit,https://keywiki.org/Albert_Scharenberg,rls-germany,,
scharenberg,rls_nyc,director,money,confirmed,no,Co-Executive Director (2013-2018),https://keywiki.org/Albert_Scharenberg,rls-germany,,
singham,china,aligned,state,inferred,yes,China-resident,https://newlinesmag.com/reportage/the-big-business-of-uyghur-genocide-denial/|https://waysandmeans.house.gov/2025/09/04/chairman-smith-exposes-u-s-nonprofit-as-likely-ccp-funded-propaganda-arm-operating-under-tax-exempt-status/,singham-spine,,
singham,china,foreign_tie,state,inferred,yes,China tie,https://newlinesmag.com/reportage/the-big-business-of-uyghur-genocide-denial/|https://waysandmeans.house.gov/2025/09/04/chairman-smith-exposes-u-s-nonprofit-as-likely-ccp-funded-propaganda-arm-operating-under-tax-exempt-status/,singham-spine,,
singham,codepink,role,money,confirmed,yes,Funder / network architect,https://en.wikipedia.org/wiki/Neville_Roy_Singham,rubio-cuba,,
singham,jef,controls,money,inferred,yes,controls funding vehicle,https://waysandmeans.house.gov/2025/09/04/chairman-smith-exposes-u-s-nonprofit-as-likely-ccp-funded-propaganda-arm-operating-under-tax-exempt-status/|https://newlinesmag.com/reportage/the-big-business-of-uyghur-genocide-denial/,singham-spine,,
singham,pf,funds,money,confirmed,yes,funds,https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl|https://waysandmeans.house.gov/2025/09/04/chairman-smith-exposes-u-s-nonprofit-as-likely-ccp-funded-propaganda-arm-operating-under-tax-exempt-status/,hatuey,,
singham,pf,role,money,confirmed,yes,Funder / network architect,https://en.wikipedia.org/wiki/Neville_Roy_Singham,rubio-cuba,,
singham,tricontinental,role,money,confirmed,yes,Funder / network architect,https://en.wikipedia.org/wiki/Neville_Roy_Singham,rubio-cuba,,
singham,venezuela,foreign_tie,state,inferred,yes,Venezuela tie,https://www.washingtonexaminer.com/news/investigations/4408061/who-funds-groups-protesting-america-capture-maduro/,singham-spine,"Singham has praised former Venezuelan dictator Hugo Chávez, describing the country under his rule as a “phenomenally democratic place.”",
singham_shanti,china,foreign_tie,state,inferred,yes,China tie,https://jewishinsider.com/2026/03/neville-roy-singham-family-embedded-zohran-mamdani/,singham-spine,"They also share a relationship with Chinese government interests. The New York Times found Neville Singham had collaborated with the country’s propaganda apparatus, while Shanti Singham holds a post at the state-controlled East China Normal University … and she has advocated for the Beijing-backed Confucius Institutes across Africa.",
souers,ev_vz_election_2024,accompanied,party,confirmed,yes,IPA accompanier,https://consortiumnews.com/2024/07/30/venezuela-as-us-leaders-call-fraud-us-observers-endorse-results/,latam-solidarity,,
stein,iran,foreign_tie,state,confirmed,yes,"attended Sept 2024 NYC meeting convened by Iranian government with President Pezeshkian, days before Iran's missile strikes on Israel",https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp,iran-network,,
stein,jvp,affiliation,concept,confirmed,yes,Rabbinical Council member,https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp,iran-network,,
sunkara,dsa,member,veneer,inferred,no,most prominent media figure in DSA's ecosystem,https://en.wikipedia.org/wiki/Democratic_Socialists_of_America,rls-germany,,
sunkara,jacobin,founder,veneer,confirmed,no,founding editor,https://rosalux.nyc/2026-ellen-meiksins-wood-lecture/,rls-germany,,
sunkara,rls_nyc,lecturer,money,confirmed,no,2026 Ellen Meiksins Wood Lecturer; 2014 advisory group,https://rosalux.nyc/2026-ellen-meiksins-wood-lecture/,rls-germany,,
svart,dsa,director,veneer,confirmed,no,DSA National Director,https://en.wikipedia.org/wiki/Democratic_Socialists_of_America,rls-germany,,
svart,rls_nyc,participant,money,inferred,no,"advisory group, 'Mapping Socialist Strategies' (2014)",https://keywiki.org/Mapping_Socialist_Strategies,rls-germany,,
syriza,pel,member,party,confirmed,no,member party,https://en.wikipedia.org/wiki/Party_of_the_European_Left,rls-germany,,
taylor,jef,member,money,confirmed,yes,role,https://projects.propublica.org/nonprofits/organizations/824975378,singham-spine,,
tfa,ev_antifa_festival_2025,attended,veneer,inferred,yes,org-level via TFA-active delegates Harris + Paul; report names individuals not a TFA delegation,https://www.venezuelasolidaritynetwork.org/01282025,latam-solidarity,,
tfa,ev_vz_election_2024,endorsed,veneer,confirmed,yes,statement signatory,https://peoplesforum.org/venezuela-elections,latam-solidarity,,
theoharis,uts,member,money,confirmed,yes,role,https://en.wikipedia.org/wiki/Liz_Theoharis|https://projects.propublica.org/nonprofits/organizations/131624238,singham-spine,,
tighe_barry,codepink,affiliation,concept,confirmed,yes,Art Director,https://www.trtworld.com/magazine/american-activist-from-vietnam-to-gaza-war-my-government-lies-to-me-18204641,iran-network,,
tighe_barry,iran,foreign_tie,state,confirmed,yes,"CODEPINK Art Director; 2015 Iranian Red Crescent ship delegation, October 2019 Tehran delegation",https://www.codepink.org/2_us_citizens_participate_in_iranian_peace_boat_to_stop_saudi_attacks_on_yemen,iran-network,,
tighe_barry,iranian_red_crescent,attended_delegation,state,confirmed,yes,2015 Iranian Red Crescent peace-boat voyage,https://www.codepink.org/2_us_citizens_participate_in_iranian_peace_boat_to_stop_saudi_attacks_on_yemen,iran-network,,
tricontinental,ipa,anchors,money,confirmed,yes,IPA research arm,https://en.wikipedia.org/wiki/International_Peoples%27_Assembly,latam-solidarity,,
ucf,pf,funds,money,confirmed,yes,$3.015M (2019),https://www.influencewatch.org/non-profit/the-peoples-forum/,rls-germany,$3.015M (2019),https://www.influencewatch.org/non-profit/united-community-fund/
trochowski,rls_berlin,director,state,confirmed,no,"Executive Director, RLS e.V. Berlin",https://en.wikipedia.org/wiki/Rosa_Luxemburg_Foundation,rls-germany,,
uspc,ev_antifa_festival_2025,attended,veneer,confirmed,yes,R. Harris attended (Jan 2025),https://www.venezuelasolidaritynetwork.org/01282025,latam-solidarity,"Roger Harris (U.S. Peace Council member/executive committee) personally traveled to Caracas and attended the concurrent presidential inauguration and International Anti-Fascist Festival, Jan 2025; no source confirms an official USPC-organized 'delegation'",https://orinocotribune.com/venezuelan-president-maduro-assumes-a-third-term-prospects-and-problematics/
